id,prompt,BLIPScore
78_A vase._1,Woman with blue dress sitting in modern chair next to vase in a room.,-0.29
78_A vase._2,Woman with blue dress sitting in modern chair next to vase in a room.,0.10
78_A vase._3,Woman with blue dress sitting in modern chair next to vase in a room.,-1.26
78_A vase._4,Woman with blue dress sitting in modern chair next to vase in a room.,-0.04
78_An empty room._0,Woman with blue dress sitting in modern chair next to vase in a room.,-0.58
78_An empty room._1,Woman with blue dress sitting in modern chair next to vase in a room.,-0.30
78_An empty room._2,Woman with blue dress sitting in modern chair next to vase in a room.,-0.53
78_An empty room._3,Woman with blue dress sitting in modern chair next to vase in a room.,-0.49
78_An empty room._4,Woman with blue dress sitting in modern chair next to vase in a room.,-0.40
coco_488166_stable_diffusion_v2_1,Two people standing next to an elephant along a river.,-1.29
79_Two people standing next to an elephant along a river._0,Two people standing next to an elephant along a river.,-0.44
79_Two people standing next to an elephant along a river._3,Two people standing next to an elephant along a river.,-1.25
79_Two people standing next to an elephant along a river._4,Two people standing next to an elephant along a river.,-0.43
79_Three people standing next to an elephant._4,Two people standing next to an elephant along a river.,-0.73
79_Three people along a river._4,Two people standing next to an elephant along a river.,-0.79
79_An elephant along a river._0,Two people standing next to an elephant along a river.,-0.94
79_An elephant along a river._1,Two people standing next to an elephant along a river.,-0.85
79_An elephant along a river._2,Two people standing next to an elephant along a river.,-1.04
79_An elephant along a river._3,Two people standing next to an elephant along a river.,-1.11
79_An elephant along a river._4,Two people standing next to an elephant along a river.,-0.67
79_Two people._0,Two people standing next to an elephant along a river.,-0.64
79_Two people._1,Two people standing next to an elephant along a river.,-0.89
79_Two people._2,Two people standing next to an elephant along a river.,-0.76
79_Two people._3,Two people standing next to an elephant along a river.,-0.65
79_Two people._4,Two people standing next to an elephant along a river.,-0.60
79_An elephant._0,Two people standing next to an elephant along a river.,-0.23
79_An elephant._1,Two people standing next to an elephant along a river.,-1.35
79_An elephant._2,Two people standing next to an elephant along a river.,-1.00
79_An elephant._3,Two people standing next to an elephant along a river.,-1.00
79_An elephant._4,Two people standing next to an elephant along a river.,-1.08
79_A river._0,Two people standing next to an elephant along a river.,-0.45
79_A river._1,Two people standing next to an elephant along a river.,-0.63
79_A river._2,Two people standing next to an elephant along a river.,-1.25
79_A river._3,Two people standing next to an elephant along a river.,-0.69
79_A river._4,Two people standing next to an elephant along a river.,-0.35
coco_653095_stable_diffusion_v2_1,A group of giraffes are gathered together in their enclosure,-0.09
80_A group of giraffes are gathered together in their enclosure_0,A group of giraffes are gathered together in their enclosure,-0.56
80_A group of giraffes are gathered together in their enclosure_1,A group of giraffes are gathered together in their enclosure,-0.67
80_A group of giraffes are gathered together in their enclosure_2,A group of giraffes are gathered together in their enclosure,-1.00
80_A group of giraffes are gathered together in their enclosure_3,A group of giraffes are gathered together in their enclosure,-0.91
80_A group of giraffes are gathered together in their enclosure_4,A group of giraffes are gathered together in their enclosure,-0.73
80_A field._0,A group of giraffes are gathered together in their enclosure,-0.34
80_A field._1,A group of giraffes are gathered together in their enclosure,-0.09
80_A field._2,A group of giraffes are gathered together in their enclosure,-0.18
80_A field._3,A group of giraffes are gathered together in their enclosure,-0.65
80_A field._4,A group of giraffes are gathered together in their enclosure,-0.22
coco_71258_stable_diffusion_v2_1,A house where you can see the bedroom and relaxing room.,-1.25
81_A house where you can see the bedroom and relaxing room._1,A house where you can see the bedroom and relaxing room.,-0.91
81_A bedroom._1,A house where you can see the bedroom and relaxing room.,-0.20
81_A relaxing room._0,A house where you can see the bedroom and relaxing room.,-0.62
coco_339729_stable_diffusion_v2_1,A boy wearing a green shirt posing with some fruit.,0.35
82_A boy wearing a green shirt posing with some fruit._0,A boy wearing a green shirt posing with some fruit.,-0.22
82_A boy wearing a green shirt posing with some fruit._1,A boy wearing a green shirt posing with some fruit.,-0.19
82_A boy wearing a green shirt posing with some fruit._2,A boy wearing a green shirt posing with some fruit.,0.44
82_A boy wearing a green shirt posing with some fruit._3,A boy wearing a green shirt posing with some fruit.,-0.14
82_A boy wearing a green shirt posing with some fruit._4,A boy wearing a green shirt posing with some fruit.,0.51
82_A boy with some fruit._0,A boy wearing a green shirt posing with some fruit.,0.16
82_A boy with some fruit._1,A boy wearing a green shirt posing with some fruit.,0.19
82_A boy with some fruit._2,A boy wearing a green shirt posing with some fruit.,0.08
82_A boy with some fruit._3,A boy wearing a green shirt posing with some fruit.,0.20
82_A boy with some fruit._4,A boy wearing a green shirt posing with some fruit.,0.73
82_A boy wearing a green shirt_0,A boy wearing a green shirt posing with some fruit.,0.23
82_A boy wearing a green shirt_1,A boy wearing a green shirt posing with some fruit.,-0.34
82_A boy wearing a green shirt_2,A boy wearing a green shirt posing with some fruit.,-0.20
82_A boy wearing a green shirt_3,A boy wearing a green shirt posing with some fruit.,-0.18
82_A boy wearing a green shirt_4,A boy wearing a green shirt posing with some fruit.,0.43
82_A boy._0,A boy wearing a green shirt posing with some fruit.,-0.44
82_A boy._1,A boy wearing a green shirt posing with some fruit.,-0.50
82_A boy._2,A boy wearing a green shirt posing with some fruit.,-1.08
82_A boy._3,A boy wearing a green shirt posing with some fruit.,-0.55
82_A boy._4,A boy wearing a green shirt posing with some fruit.,-0.39
82_A green shirt._0,A boy wearing a green shirt posing with some fruit.,0.16
82_Fruit._0,A boy wearing a green shirt posing with some fruit.,0.30
82_Fruit._1,A boy wearing a green shirt posing with some fruit.,1.07
82_Fruit._2,A boy wearing a green shirt posing with some fruit.,0.29
82_Fruit._3,A boy wearing a green shirt posing with some fruit.,0.77
82_Fruit._4,A boy wearing a green shirt posing with some fruit.,0.82
partiprompt_611_stable_diffusion_v2_1,a panda bear with aviator glasses on its head,-0.69
83_a panda bear with aviator glasses on its head_0,a panda bear with aviator glasses on its head,-0.15
83_a panda bear with aviator glasses on its head_1,a panda bear with aviator glasses on its head,-0.06
83_a panda bear with aviator glasses on its head_2,a panda bear with aviator glasses on its head,-0.85
83_a panda bear with aviator glasses on its head_3,a panda bear with aviator glasses on its head,-0.78
83_a panda bear with aviator glasses on its head_4,a panda bear with aviator glasses on its head,-0.88
83_a panda bear_0,a panda bear with aviator glasses on its head,-0.16
83_a panda bear_1,a panda bear with aviator glasses on its head,-0.28
83_a panda bear_2,a panda bear with aviator glasses on its head,-0.40
83_a panda bear_3,a panda bear with aviator glasses on its head,0.22
83_a panda bear_4,a panda bear with aviator glasses on its head,-0.06
83_aviator glasses_0,a panda bear with aviator glasses on its head,-1.27
83_aviator glasses_1,a panda bear with aviator glasses on its head,-1.42
83_aviator glasses_2,a panda bear with aviator glasses on its head,-1.07
83_aviator glasses_3,a panda bear with aviator glasses on its head,-0.85
83_aviator glasses_4,a panda bear with aviator glasses on its head,-0.11
coco_130602_stable_diffusion_v2_1,A woman dressed in black smiling with a toothbrush in her hand.,-0.36
"84_A woman dressed in black, smiling with a toothbrush in her hand._0",A woman dressed in black smiling with a toothbrush in her hand.,0.38
"84_A woman dressed in black, smiling with a toothbrush in her hand._1",A woman dressed in black smiling with a toothbrush in her hand.,0.40
"84_A woman dressed in black, smiling with a toothbrush in her hand._2",A woman dressed in black smiling with a toothbrush in her hand.,0.07
"84_A woman dressed in black, smiling with a toothbrush in her hand._3",A woman dressed in black smiling with a toothbrush in her hand.,-0.09
"84_A woman dressed in black, smiling with a toothbrush in her hand._4",A woman dressed in black smiling with a toothbrush in her hand.,0.09
84_A woman with a toothbrush in her hand._0,A woman dressed in black smiling with a toothbrush in her hand.,0.21
84_A woman with a toothbrush in her hand._1,A woman dressed in black smiling with a toothbrush in her hand.,0.04
84_A woman with a toothbrush in her hand._2,A woman dressed in black smiling with a toothbrush in her hand.,0.17
84_A woman with a toothbrush in her hand._3,A woman dressed in black smiling with a toothbrush in her hand.,0.00
84_A woman with a toothbrush in her hand._4,A woman dressed in black smiling with a toothbrush in her hand.,-0.12
84_A woman brushing her teeth._0,A woman dressed in black smiling with a toothbrush in her hand.,0.05
84_A woman brushing her teeth._1,A woman dressed in black smiling with a toothbrush in her hand.,-0.02
84_A woman brushing her teeth._2,A woman dressed in black smiling with a toothbrush in her hand.,0.20
84_A woman brushing her teeth._3,A woman dressed in black smiling with a toothbrush in her hand.,-0.23
84_A woman brushing her teeth._4,A woman dressed in black smiling with a toothbrush in her hand.,-0.19
84_A woman dressed in black smiling._0,A woman dressed in black smiling with a toothbrush in her hand.,-0.01
84_A woman dressed in black smiling._1,A woman dressed in black smiling with a toothbrush in her hand.,0.23
84_A woman dressed in black smiling._2,A woman dressed in black smiling with a toothbrush in her hand.,-0.05
84_A woman dressed in black smiling._3,A woman dressed in black smiling with a toothbrush in her hand.,0.20
84_A woman dressed in black smiling._4,A woman dressed in black smiling with a toothbrush in her hand.,0.02
84_Black dress._0,A woman dressed in black smiling with a toothbrush in her hand.,-0.33
84_Black dress._1,A woman dressed in black smiling with a toothbrush in her hand.,-0.14
84_Black dress._3,A woman dressed in black smiling with a toothbrush in her hand.,0.58
84_Black dress._4,A woman dressed in black smiling with a toothbrush in her hand.,0.35
84_A woman smiling._0,A woman dressed in black smiling with a toothbrush in her hand.,0.02
84_A woman smiling._1,A woman dressed in black smiling with a toothbrush in her hand.,0.22
84_A woman smiling._2,A woman dressed in black smiling with a toothbrush in her hand.,0.37
84_A woman smiling._3,A woman dressed in black smiling with a toothbrush in her hand.,-0.17
84_A woman smiling._4,A woman dressed in black smiling with a toothbrush in her hand.,0.09
84_Teeth._0,A woman dressed in black smiling with a toothbrush in her hand.,0.23
84_Teeth._1,A woman dressed in black smiling with a toothbrush in her hand.,-0.03
84_Teeth._2,A woman dressed in black smiling with a toothbrush in her hand.,-0.52
84_Teeth._3,A woman dressed in black smiling with a toothbrush in her hand.,0.70
84_Teeth._4,A woman dressed in black smiling with a toothbrush in her hand.,0.14
coco_111485_stable_diffusion_v2_1,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.51
85_A guy with an umbrella hat sitting at a table under a red umbrella_0,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.22
85_A guy with an umbrella hat sitting at a table under a red umbrella_1,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,0.00
85_A guy sitting at a table under a red umbrella._1,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.32
85_A guy sitting at a table under a red umbrella._2,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.33
85_A guy sitting at a table under a red umbrella._3,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,0.23
85_A guy sitting at a table under a red umbrella._4,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.31
85_A guy with an umbrella hat._3,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.45
85_A guy with a hat._0,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.35
85_A guy with a hat._1,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.45
85_A guy with a hat._2,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.16
85_A guy with a hat._3,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.80
85_A guy sitting at a table._0,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.46
85_A guy sitting at a table._1,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.14
85_A guy sitting at a table._2,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.15
85_A guy sitting at a table._3,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.63
85_A guy sitting at a table._4,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.04
85_An umbrella hat._0,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.99
85_An umbrella hat._3,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.22
85_A guy._0,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,0.06
85_A guy._1,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.55
85_A guy._3,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.50
85_A red umbrella._2,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-1.07
85_A red umbrella._3,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,-0.39
85_A red umbrella._4,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,0.20
coco_103653_stable_diffusion_v2_1,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.70
86_Two men in neon yellow safety jackets sharing a meal next to a food car._1,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.46
86_Two men in neon yellow safety jackets sharing a meal next to a food car._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.37
86_Two men in neon yellow safety jackets sharing a meal._0,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.54
86_Two men in neon yellow safety jackets sharing a meal._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.69
86_Two men in neon yellow safety jackets sharing a meal._3,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.86
86_Two men in neon yellow safety jackets sharing a meal._4,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.73
86_Two men sharing a meal next to a food car._4,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.98
86_Men in neon yellow safety jackets next to a food car._1,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.48
86_Men in neon yellow safety jackets next to a food car._3,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.83
86_Two men in neon yellow safety jackets._0,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.36
86_Two men in neon yellow safety jackets._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.81
86_Two men in neon yellow safety jackets._3,Two men in neon yellow safety jackets sharing a meal next to a food car.,-1.69
86_Two men in neon yellow safety jackets._4,Two men in neon yellow safety jackets sharing a meal next to a food car.,-1.19
86_Two men sharing a meal._0,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.60
86_Two men sharing a meal._1,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.49
86_Two men sharing a meal._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.63
86_Two men sharing a meal._3,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.52
86_Two men sharing a meal._4,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.24
86_A meal next to a food car._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.71
86_A meal next to a food car._4,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.38
86_Two men._0,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.74
86_Two men._1,Two men in neon yellow safety jackets sharing a meal next to a food car.,-1.12
86_Two men._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,-1.75
86_Two men._3,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.98
86_Neon yellow safety jackets._0,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.19
86_A meal._0,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.02
86_A meal._1,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.22
86_A meal._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.30
86_A meal._4,Two men in neon yellow safety jackets sharing a meal next to a food car.,0.04
86_A food car._0,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.66
86_A food car._1,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.97
86_A food car._2,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.57
86_A food car._3,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.71
86_A food car._4,Two men in neon yellow safety jackets sharing a meal next to a food car.,-0.06
87_an aerial photo of a sandy island in the ocean_0,an aerial photo of a sandy island in the ocean,-0.41
87_an aerial photo of a sandy island in the ocean_2,an aerial photo of a sandy island in the ocean,-0.19
87_an aerial photo of a sandy island in the ocean_3,an aerial photo of a sandy island in the ocean,-0.26
87_an aerial photo of a sandy island in the ocean_4,an aerial photo of a sandy island in the ocean,-0.39
87_an aerial photo of a ocean_0,an aerial photo of a sandy island in the ocean,-0.46
coco_397109_stable_diffusion_v2_1,A commercial airplane with propellers flying through the air.,-0.99
88_A commercial airplane with propellers flying through the air._0,A commercial airplane with propellers flying through the air.,-0.64
88_A commercial airplane with propellers flying through the air._1,A commercial airplane with propellers flying through the air.,-0.92
88_A commercial airplane with propellers flying through the air._2,A commercial airplane with propellers flying through the air.,-0.51
88_A commercial airplane with propellers flying through the air._3,A commercial airplane with propellers flying through the air.,-0.79
88_A commercial airplane flying through the air._2,A commercial airplane with propellers flying through the air.,-0.96
88_A commercial airplane flying through the air._3,A commercial airplane with propellers flying through the air.,-0.91
88_A commercial airplane flying through the air._4,A commercial airplane with propellers flying through the air.,-0.65
88_Propellers flying through the air._3,A commercial airplane with propellers flying through the air.,-0.43
88_Propellers flying through the air._4,A commercial airplane with propellers flying through the air.,-0.93
coco_20046_stable_diffusion_v2_1,An elevated subway train in a major city on a sunny day.,-1.73
89_An elevated subway train in a major city on a sunny day._0,An elevated subway train in a major city on a sunny day.,-0.52
89_An elevated subway train in a major city on a sunny day._1,An elevated subway train in a major city on a sunny day.,-0.23
89_An elevated subway train in a major city on a sunny day._2,An elevated subway train in a major city on a sunny day.,-0.59
89_An elevated subway train in a major city on a sunny day._3,An elevated subway train in a major city on a sunny day.,-0.76
89_An elevated subway train in a major city on a sunny day._4,An elevated subway train in a major city on a sunny day.,-0.29
89_An elevated subway train in a major city (at night)._0,An elevated subway train in a major city on a sunny day.,-0.13
89_An elevated subway train in a major city (at night)._1,An elevated subway train in a major city on a sunny day.,-0.42
89_An elevated subway train in a major city (at night)._2,An elevated subway train in a major city on a sunny day.,-0.19
89_An elevated subway train on a sunny day._2,An elevated subway train in a major city on a sunny day.,-0.31
89_A major city on a sunny day._0,An elevated subway train in a major city on a sunny day.,-0.46
89_A major city on a sunny day._1,An elevated subway train in a major city on a sunny day.,-0.15
89_A major city on a sunny day._2,An elevated subway train in a major city on a sunny day.,-0.52
89_A major city on a sunny day._3,An elevated subway train in a major city on a sunny day.,-0.38
89_A major city on a sunny day._4,An elevated subway train in a major city on a sunny day.,-0.27
89_A subway train._0,An elevated subway train in a major city on a sunny day.,-0.37
89_A subway train._1,An elevated subway train in a major city on a sunny day.,-0.21
89_A subway train._2,An elevated subway train in a major city on a sunny day.,-0.59
89_A subway train._3,An elevated subway train in a major city on a sunny day.,-0.40
89_A subway train._4,An elevated subway train in a major city on a sunny day.,-0.34
89_A major city._0,An elevated subway train in a major city on a sunny day.,-0.03
89_A sunny day._0,An elevated subway train in a major city on a sunny day.,-0.14
89_A sunny day._1,An elevated subway train in a major city on a sunny day.,-0.29
89_A sunny day._2,An elevated subway train in a major city on a sunny day.,-0.57
89_A sunny day._3,An elevated subway train in a major city on a sunny day.,-0.43
89_A sunny day._4,An elevated subway train in a major city on a sunny day.,0.40
coco_627537_stable_diffusion_v2_1,A pear lemon and a banana in a wooden bowl.,-0.49
90_A pear in a wooden bowl._3,A pear lemon and a banana in a wooden bowl.,-0.37
90_A pear in a wooden bowl._4,A pear lemon and a banana in a wooden bowl.,-0.65
90_A pear in a wooden bowl._0,A pear lemon and a banana in a wooden bowl.,-0.63
90_A pear in a wooden bowl._1,A pear lemon and a banana in a wooden bowl.,-0.58
90_A pear in a wooden bowl._2,A pear lemon and a banana in a wooden bowl.,-0.19
90_A lemon in a wooden bowl._0,A pear lemon and a banana in a wooden bowl.,-0.03
90_A lemon in a wooden bowl._1,A pear lemon and a banana in a wooden bowl.,-0.53
90_A lemon in a wooden bowl._2,A pear lemon and a banana in a wooden bowl.,0.23
90_A lemon in a wooden bowl._3,A pear lemon and a banana in a wooden bowl.,-0.01
90_A lemon in a wooden bowl._4,A pear lemon and a banana in a wooden bowl.,0.04
90_A banana in a wooden bowl._0,A pear lemon and a banana in a wooden bowl.,-0.31
90_A banana in a wooden bowl._1,A pear lemon and a banana in a wooden bowl.,-0.31
90_A banana in a wooden bowl._2,A pear lemon and a banana in a wooden bowl.,-0.41
90_A banana in a wooden bowl._3,A pear lemon and a banana in a wooden bowl.,-0.17
90_A banana in a wooden bowl._4,A pear lemon and a banana in a wooden bowl.,-0.16
90_A pear._2,A pear lemon and a banana in a wooden bowl.,-1.34
90_A pear._3,A pear lemon and a banana in a wooden bowl.,-1.22
90_An orange._0,A pear lemon and a banana in a wooden bowl.,-0.80
90_An orange._1,A pear lemon and a banana in a wooden bowl.,0.03
90_An orange._2,A pear lemon and a banana in a wooden bowl.,-0.29
90_An orange._3,A pear lemon and a banana in a wooden bowl.,-0.48
90_An orange._4,A pear lemon and a banana in a wooden bowl.,-1.08
90_A banana._0,A pear lemon and a banana in a wooden bowl.,-0.94
90_A banana._1,A pear lemon and a banana in a wooden bowl.,-0.82
90_A banana._2,A pear lemon and a banana in a wooden bowl.,-0.74
90_A banana._3,A pear lemon and a banana in a wooden bowl.,-0.85
90_A banana._4,A pear lemon and a banana in a wooden bowl.,-0.77
90_A wooden bowl._0,A pear lemon and a banana in a wooden bowl.,0.22
90_A wooden bowl._1,A pear lemon and a banana in a wooden bowl.,-0.25
90_A wooden bowl._2,A pear lemon and a banana in a wooden bowl.,-0.39
90_A wooden bowl._3,A pear lemon and a banana in a wooden bowl.,0.03
90_A wooden bowl._4,A pear lemon and a banana in a wooden bowl.,-0.29
coco_321596_stable_diffusion_v2_1,A chair in the corner on a boat.,0.06
91_A chair in the corner on a boat._2_dalle_v2,A chair in the corner on a boat.,-0.04
91_A chair in the corner on a boat._1_dalle_v2,A chair in the corner on a boat.,-0.24
91_A chair in the corner on a boat._3_dalle_v2,A chair in the corner on a boat.,-0.03
91_A chair in the corner on a boat._4_dalle_v2,A chair in the corner on a boat.,-0.20
91_A chair._2_dalle_v2,A chair in the corner on a boat.,-1.16
91_A chair._1_dalle_v2,A chair in the corner on a boat.,-0.48
91_A chair._3_dalle_v2,A chair in the corner on a boat.,-0.85
91_A chair._4_dalle_v2,A chair in the corner on a boat.,-0.80
coco_668102_stable_diffusion_v2_1,A man sitting on a motorcycle smoking.,-0.56
92_A man sitting on a motorcycle smoking._1_dalle_v2,A man sitting on a motorcycle smoking.,-0.15
92_A man sitting on a motorcycle smoking._4_dalle_v2,A man sitting on a motorcycle smoking.,-0.49
92_A man smoking._0_dalle_v2,A man sitting on a motorcycle smoking.,-0.59
92_A man smoking._1_dalle_v2,A man sitting on a motorcycle smoking.,0.12
92_A man smoking._2_dalle_v2,A man sitting on a motorcycle smoking.,-0.39
92_A man smoking._3_dalle_v2,A man sitting on a motorcycle smoking.,-0.18
92_A man smoking._4_dalle_v2,A man sitting on a motorcycle smoking.,0.14
92_A motorcycle._0_dalle_v2,A man sitting on a motorcycle smoking.,-0.18
92_A motorcycle._1_dalle_v2,A man sitting on a motorcycle smoking.,-0.49
92_A motorcycle._2_dalle_v2,A man sitting on a motorcycle smoking.,-0.48
92_A motorcycle._3_dalle_v2,A man sitting on a motorcycle smoking.,-0.09
92_A motorcycle._4_dalle_v2,A man sitting on a motorcycle smoking.,0.09
coco_67370_stable_diffusion_v2_1,A car and a truck sitting in red light.,-0.45
93_A car and a truck sitting in red light._0_dalle_v2,A car and a truck sitting in red light.,-0.72
93_A car and a truck._3_dalle_v2,A car and a truck sitting in red light.,-0.16
93_A car sitting in red light._1_dalle_v2,A car and a truck sitting in red light.,-0.30
93_A car sitting in red light._2_dalle_v2,A car and a truck sitting in red light.,0.15
93_A car sitting in red light._3_dalle_v2,A car and a truck sitting in red light.,-0.11
93_A truck at a red light._1_dalle_v2,A car and a truck sitting in red light.,-0.36
93_A truck at a red light._2_dalle_v2,A car and a truck sitting in red light.,-0.42
93_A car._0_dalle_v2,A car and a truck sitting in red light.,-0.23
93_A car._2_dalle_v2,A car and a truck sitting in red light.,-0.52
93_A car._3_dalle_v2,A car and a truck sitting in red light.,0.16
93_A car._4_dalle_v2,A car and a truck sitting in red light.,-0.38
93_A truck._0_dalle_v2,A car and a truck sitting in red light.,-0.07
93_A truck._1_dalle_v2,A car and a truck sitting in red light.,-0.73
93_A truck._2_dalle_v2,A car and a truck sitting in red light.,-0.65
93_A truck._3_dalle_v2,A car and a truck sitting in red light.,-0.61
93_A truck._4_dalle_v2,A car and a truck sitting in red light.,-0.54
93_A red light._0_dalle_v2,A car and a truck sitting in red light.,-0.16
93_A red light._1_dalle_v2,A car and a truck sitting in red light.,0.07
93_A red light._2_dalle_v2,A car and a truck sitting in red light.,-0.08
93_A red light._3_dalle_v2,A car and a truck sitting in red light.,0.25
93_A red light._4_dalle_v2,A car and a truck sitting in red light.,-0.21
coco_426642_stable_diffusion_v2_1,A man at a food truck viewing the menu.,-0.05
94_A man at a food truck viewing the menu._0_dalle_v2,A man at a food truck viewing the menu.,-0.57
94_A man at a food truck viewing the menu._1_dalle_v2,A man at a food truck viewing the menu.,0.20
94_A man at a food truck viewing the menu._2_dalle_v2,A man at a food truck viewing the menu.,-0.59
94_A man at a food truck viewing the menu._3_dalle_v2,A man at a food truck viewing the menu.,-0.41
94_A man at a food truck viewing the menu._4_dalle_v2,A man at a food truck viewing the menu.,-0.29
94_A man at a food truck._0_dalle_v2,A man at a food truck viewing the menu.,-0.59
94_A man at a food truck._2_dalle_v2,A man at a food truck viewing the menu.,-0.88
94_A man at a food truck._4_dalle_v2,A man at a food truck viewing the menu.,-0.53
94_A man viewing the menu._0_dalle_v2,A man at a food truck viewing the menu.,0.43
94_A man viewing the menu._1_dalle_v2,A man at a food truck viewing the menu.,0.63
94_A man viewing the menu._2_dalle_v2,A man at a food truck viewing the menu.,0.70
94_A man viewing the menu._3_dalle_v2,A man at a food truck viewing the menu.,0.19
94_A man viewing the menu._4_dalle_v2,A man at a food truck viewing the menu.,0.10
94_A food truck with a menu._2_dalle_v2,A man at a food truck viewing the menu.,-0.50
94_A food truck with a menu._3_dalle_v2,A man at a food truck viewing the menu.,-0.20
94_A food truck with a menu._4_dalle_v2,A man at a food truck viewing the menu.,-0.07
94_A man._0_dalle_v2,A man at a food truck viewing the menu.,0.21
94_A man._1_dalle_v2,A man at a food truck viewing the menu.,-0.50
94_A man._2_dalle_v2,A man at a food truck viewing the menu.,-0.11
94_A man._3_dalle_v2,A man at a food truck viewing the menu.,-0.47
94_A man._4_dalle_v2,A man at a food truck viewing the menu.,-0.10
94_A food truck._0_dalle_v2,A man at a food truck viewing the menu.,-1.06
