id,prompt,question_id,question,choices,answer
116,A woman in a gray sweater knitting a ball of yarn.,0,Is there a woman?,yes|no,yes
116,A woman in a gray sweater knitting a ball of yarn.,1,Is there a sweater?,yes|no,yes
116,A woman in a gray sweater knitting a ball of yarn.,2,Is there a ball of yarn?,yes|no,yes
116,A woman in a gray sweater knitting a ball of yarn.,3,Is the sweater gray?,yes|no,yes
116,A woman in a gray sweater knitting a ball of yarn.,4,Is the woman knitting?,yes|no,yes
116,A woman in a gray sweater knitting a ball of yarn.,5,Is the woman knitting the ball of yarn?,yes|no,yes
117,"An artistic photo capturing books with three small pumpkins on top, a",0,Is this an artistic photo?,yes|no,yes
117,"An artistic photo capturing books with three small pumpkins on top, a",1,Are there books?,yes|no,yes
117,"An artistic photo capturing books with three small pumpkins on top, a",2,Are there pumpkins?,yes|no,yes
117,"An artistic photo capturing books with three small pumpkins on top, a",3,Are there three pumpkins?,yes|no,yes
117,"An artistic photo capturing books with three small pumpkins on top, a",4,Are the pumpkins on top of the books?,yes|no,yes
118,A smiling birthday girl wearing a golden hat stands behind a table,0,Is there a birthday girl?,yes|no,yes
118,A smiling birthday girl wearing a golden hat stands behind a table,1,Is there a hat?,yes|no,yes
118,A smiling birthday girl wearing a golden hat stands behind a table,2,Is there a table?,yes|no,yes
118,A smiling birthday girl wearing a golden hat stands behind a table,3,Is the birthday girl smiling?,yes|no,yes
118,A smiling birthday girl wearing a golden hat stands behind a table,4,Is the hat golden?,yes|no,yes
118,A smiling birthday girl wearing a golden hat stands behind a table,5,Is the birthday girl behind the table?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,0,Is there a mother?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,1,Is there a girl?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,2,Are their dresses yellow?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,3,Is the mother decorating with the girl?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,4,Is there a cake?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,5,Are there raspberries?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,6,Is the cake small?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,7,Are the raspberries on the cake?,yes|no,yes
120,A happy young woman with a suitcase and her passport in an airport.,0,Is there a woman?,yes|no,yes
120,A happy young woman with a suitcase and her passport in an airport.,1,Is there a suitcase?,yes|no,yes
120,A happy young woman with a suitcase and her passport in an airport.,2,Is there a passport?,yes|no,yes
120,A happy young woman with a suitcase and her passport in an airport.,3,Is there an airport?,yes|no,yes
120,A happy young woman with a suitcase and her passport in an airport.,4,Is the woman happy?,yes|no,yes
120,A happy young woman with a suitcase and her passport in an airport.,5,Does the woman have a suitcase?,yes|no,yes
120,A happy young woman with a suitcase and her passport in an airport.,6,Does the woman have her passport?,yes|no,yes
120,A happy young woman with a suitcase and her passport in an airport.,7,Is the woman in the airport?,yes|no,yes
121,"A family of four, including a boy and a girl, cooking together in the kitchen.",0,Is there a family?,yes|no,yes
121,"A family of four, including a boy and a girl, cooking together in the kitchen.",1,Are there four family members?,yes|no,yes
121,"A family of four, including a boy and a girl, cooking together in the kitchen.",2,Is there a boy?,yes|no,yes
121,"A family of four, including a boy and a girl, cooking together in the kitchen.",3,Is there a girl?,yes|no,yes
121,"A family of four, including a boy and a girl, cooking together in the kitchen.",4,Is there a kitchen?,yes|no,yes
121,"A family of four, including a boy and a girl, cooking together in the kitchen.",5,Is the family cooking?,yes|no,yes
121,"A family of four, including a boy and a girl, cooking together in the kitchen.",6,Is the family in the kitchen?,yes|no,yes
121,"A family of four, including a boy and a girl, cooking together in the kitchen.",7,Is the boy part of the family?,yes|no,yes
121,"A family of four, including a boy and a girl, cooking together in the kitchen.",8,Is the girl part of the family?,yes|no,yes
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,0,Is there a woman?,yes|no,yes
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,1,Is there an inflatable pink flamingo?,yes|no,yes
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,2,Is there a swimming pool?,yes|no,yes
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,3,Is the woman laying on top of the inflatable pink flamingo?,yes|no,yes
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,4,Is the inflatable pink flamingo in the swimming pool?,yes|no,yes
123,A pink gift box decorated with a blue ribbon bow.,0,Is there a gift box?,yes|no,yes
123,A pink gift box decorated with a blue ribbon bow.,1,Is the gift box pink?,yes|no,yes
123,A pink gift box decorated with a blue ribbon bow.,2,Is there a ribbon bow?,yes|no,yes
123,A pink gift box decorated with a blue ribbon bow.,3,Is the ribbon bow blue?,yes|no,yes
123,A pink gift box decorated with a blue ribbon bow.,4,Was the gift box decorated?,yes|no,yes
123,A pink gift box decorated with a blue ribbon bow.,5,Is the ribbon bow on the gift box?,yes|no,yes
124,A boy with a hat putting a hat on his dog's head.,0,Is there a boy?,yes|no,yes
124,A boy with a hat putting a hat on his dog's head.,1,Is there a hat?,yes|no,yes
124,A boy with a hat putting a hat on his dog's head.,2,Is there a dog?,yes|no,yes
124,A boy with a hat putting a hat on his dog's head.,3,Is there a dog's head?,yes|no,yes
124,A boy with a hat putting a hat on his dog's head.,4,Is the boy putting a hat on?,yes|no,yes
124,A boy with a hat putting a hat on his dog's head.,5,Is the hat on the boy?,yes|no,yes
124,A boy with a hat putting a hat on his dog's head.,6,Is the hat on the dog's head?,yes|no,yes
125,Two little girls playing with wooden toys.,0,Are there girls?,yes|no,yes
125,Two little girls playing with wooden toys.,1,Are there two girls?,yes|no,yes
125,Two little girls playing with wooden toys.,2,Are there toys?,yes|no,yes
125,Two little girls playing with wooden toys.,3,Are the toys made of wood?,yes|no,yes
125,Two little girls playing with wooden toys.,4,Are the girls playing with the toys?,yes|no,yes
126,"A plate with a steak, French fries, and cherry tomatoes.",0,Is there a plate?,yes|no,yes
126,"A plate with a steak, French fries, and cherry tomatoes.",1,Is there a steak?,yes|no,yes
126,"A plate with a steak, French fries, and cherry tomatoes.",2,Are there French fries?,yes|no,yes
126,"A plate with a steak, French fries, and cherry tomatoes.",3,Are there cherry tomatoes?,yes|no,yes
126,"A plate with a steak, French fries, and cherry tomatoes.",4,Is the steak on the plate?,yes|no,yes
126,"A plate with a steak, French fries, and cherry tomatoes.",5,Are the French fries on the plate?,yes|no,yes
126,"A plate with a steak, French fries, and cherry tomatoes.",6,Are the cherry tomatoes on the plate?,yes|no,yes
127,"A group of middle-aged women sitting, laughing, and chatting around a white table.",0,Are there women?,yes|no,yes
127,"A group of middle-aged women sitting, laughing, and chatting around a white table.",1,Is there a group of women?,yes|no,yes
127,"A group of middle-aged women sitting, laughing, and chatting around a white table.",2,Are the women middle-aged?,yes|no,yes
127,"A group of middle-aged women sitting, laughing, and chatting around a white table.",3,Are the women sitting?,yes|no,yes
127,"A group of middle-aged women sitting, laughing, and chatting around a white table.",4,Are the women laughing?,yes|no,yes
127,"A group of middle-aged women sitting, laughing, and chatting around a white table.",5,Are the women chatting?,yes|no,yes
127,"A group of middle-aged women sitting, laughing, and chatting around a white table.",6,Is there a table?,yes|no,yes
127,"A group of middle-aged women sitting, laughing, and chatting around a white table.",7,Is the table white?,yes|no,yes
127,"A group of middle-aged women sitting, laughing, and chatting around a white table.",8,Are the women sitting around the table?,yes|no,yes
128,"A woman doing laundry outdoors with a basket of clothes, and her dog nearby.",0,Is there a woman?,yes|no,yes
128,"A woman doing laundry outdoors with a basket of clothes, and her dog nearby.",1,Is the woman doing laundry?,yes|no,yes
128,"A woman doing laundry outdoors with a basket of clothes, and her dog nearby.",2,Is there a basket of clothes?,yes|no,yes
128,"A woman doing laundry outdoors with a basket of clothes, and her dog nearby.",3,Is there a dog?,yes|no,yes
128,"A woman doing laundry outdoors with a basket of clothes, and her dog nearby.",4,Is the woman with the basket of clothes?,yes|no,yes
128,"A woman doing laundry outdoors with a basket of clothes, and her dog nearby.",5,Is the dog nearby the woman?,yes|no,yes
129,A heart-shaped pancake on a circular plate.,0,Is there a pancake?,yes|no,yes
129,A heart-shaped pancake on a circular plate.,1,Is there a plate?,yes|no,yes
129,A heart-shaped pancake on a circular plate.,2,Is the pancake heart-shaped?,yes|no,yes
129,A heart-shaped pancake on a circular plate.,3,Is the plate circular?,yes|no,yes
129,A heart-shaped pancake on a circular plate.,4,Is the pancake on the plate?,yes|no,yes
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,0,Are there women?,yes|no,yes
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,1,Are there two women?,yes|no,yes
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,2,Are the women dressed in Halloween costumes?,yes|no,yes
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,3,Are there pumpkins?,yes|no,yes
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,4,Are there at least two pumpkins?,yes|no,yes
130,Two women dressed in Halloween costumes with Halloween pumpkins around them.,5,Are the women surrounded by pumpkins?,yes|no,yes
131,A couple put packed boxes into their car.,0,Is there a couple?,yes|no,yes
131,A couple put packed boxes into their car.,1,Are there boxes?,yes|no,yes
131,A couple put packed boxes into their car.,2,Is there a car?,yes|no,yes
131,A couple put packed boxes into their car.,3,Is the couple packing boxes?,yes|no,yes
131,A couple put packed boxes into their car.,4,Is the couple putting the boxes into the car?,yes|no,yes
132,A beautiful orange-feathered bird in a leafy green tree.,0,Is there a bird?,yes|no,yes
132,A beautiful orange-feathered bird in a leafy green tree.,1,Is there a tree?,yes|no,yes
132,A beautiful orange-feathered bird in a leafy green tree.,2,Is the bird orange-feathered?,yes|no,yes
132,A beautiful orange-feathered bird in a leafy green tree.,3,Is the tree leafy green?,yes|no,yes
132,A beautiful orange-feathered bird in a leafy green tree.,4,Is the bird beautiful?,yes|no,yes
132,A beautiful orange-feathered bird in a leafy green tree.,5,Is the bird in the tree?,yes|no,yes
133,A black cat lying on the car hood.,0,Is there a cat?,yes|no,yes
133,A black cat lying on the car hood.,1,Is there a car hood?,yes|no,yes
133,A black cat lying on the car hood.,2,Is the cat black?,yes|no,yes
133,A black cat lying on the car hood.,3,Is the cat lying?,yes|no,yes
133,A black cat lying on the car hood.,4,Is the cat on the car hood?,yes|no,yes
134,A smart boy solving a math problem on the chalkboard.,0,Is there a boy?,yes|no,yes
134,A smart boy solving a math problem on the chalkboard.,1,Is there a math problem?,yes|no,yes
134,A smart boy solving a math problem on the chalkboard.,2,Is there a chalkboard?,yes|no,yes
134,A smart boy solving a math problem on the chalkboard.,3,Is the boy smart?,yes|no,yes
134,A smart boy solving a math problem on the chalkboard.,4,Is the boy solving a math problem?,yes|no,yes
134,A smart boy solving a math problem on the chalkboard.,5,Is the boy on the chalkboard?,yes|no,yes
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,0,Is there a cherry pie?,yes|no,yes
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,1,Are there mini pumpkins?,yes|no,yes
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,2,Is there a candle?,yes|no,yes
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,3,Is the pie a cherry pie?,yes|no,yes
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,4,Are the pumpkins mini?,yes|no,yes
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,5,Are the mini pumpkins on the cherry pie?,yes|no,yes
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,6,Is the candle nearby the cherry pie?,yes|no,yes
135,A cherry pie with some mini pumpkins on it and a decorated candle nearby.,7,Is the candle decorated?,yes|no,yes
136,A gray elephant and a pink flamingo.,0,Is there a gray elephant?,yes|no,yes
136,A gray elephant and a pink flamingo.,1,Is there a pink flamingo?,yes|no,yes
137,A man wearing a red shirt and a blue pants sitting in a park.,0,Is there a man?,yes|no,yes
137,A man wearing a red shirt and a blue pants sitting in a park.,1,Is the man wearing a red shirt?,yes|no,yes
137,A man wearing a red shirt and a blue pants sitting in a park.,2,Is the man wearing blue pants?,yes|no,yes
137,A man wearing a red shirt and a blue pants sitting in a park.,3,Is the man sitting?,yes|no,yes
137,A man wearing a red shirt and a blue pants sitting in a park.,4,Is there a park?,yes|no,yes
137,A man wearing a red shirt and a blue pants sitting in a park.,5,Is the man in the park?,yes|no,yes
138,A golden clock and a red car.,0,Is there a clock?,yes|no,yes
138,A golden clock and a red car.,1,Is there a car?,yes|no,yes
138,A golden clock and a red car.,2,Is the clock golden?,yes|no,yes
138,A golden clock and a red car.,3,Is the car red?,yes|no,yes
139,A red car and a brown elephant.,0,Is there a red car?,yes|no,yes
139,A red car and a brown elephant.,1,Is there a brown elephant?,yes|no,yes
140,A red hat and a red apple.,0,Is there a red hat?,yes|no,yes
140,A red hat and a red apple.,1,Is there a red apple?,yes|no,yes
140,A red hat and a red apple.,2,Is the hat red?,yes|no,yes
140,A red hat and a red apple.,3,Is the apple red?,yes|no,yes
141,A black suitcase near a gray car.,0,Is there a suitcase?,yes|no,yes
141,A black suitcase near a gray car.,1,Is there a car?,yes|no,yes
141,A black suitcase near a gray car.,2,Is the suitcase black?,yes|no,yes
141,A black suitcase near a gray car.,3,Is the car gray?,yes|no,yes
141,A black suitcase near a gray car.,4,Is the suitcase near the car?,yes|no,yes
142,A brown bear and a black top hat,0,Is there a brown bear?,yes|no,yes
142,A brown bear and a black top hat,1,Is there a black top hat?,yes|no,yes
142,A brown bear and a black top hat,2,Is the bear brown?,yes|no,yes
142,A brown bear and a black top hat,3,Is the top hat black?,yes|no,yes
143,A yellow school bus and a red stop sign and a blue car.,0,Is there a yellow school bus?,yes|no,yes
143,A yellow school bus and a red stop sign and a blue car.,1,Is there a red stop sign?,yes|no,yes
143,A yellow school bus and a red stop sign and a blue car.,2,Is there a blue car?,yes|no,yes
144,A black cat and a white mouse.,0,Is there a black cat?,yes|no,yes
144,A black cat and a white mouse.,1,Is there a white mouse?,yes|no,yes
145,A brown teddy bear and a pink blanket and a white pillow.,0,Is there a teddy bear?,yes|no,yes
145,A brown teddy bear and a pink blanket and a white pillow.,1,Is there a blanket?,yes|no,yes
145,A brown teddy bear and a pink blanket and a white pillow.,2,Is there a pillow?,yes|no,yes
145,A brown teddy bear and a pink blanket and a white pillow.,3,Is the teddy bear brown?,yes|no,yes
145,A brown teddy bear and a pink blanket and a white pillow.,4,Is the blanket pink?,yes|no,yes
145,A brown teddy bear and a pink blanket and a white pillow.,5,Is the pillow white?,yes|no,yes
146,a girl with red hair sleeping on a couch,0,Is there a girl?,yes|no,yes
146,a girl with red hair sleeping on a couch,1,Is there hair?,yes|no,yes
146,a girl with red hair sleeping on a couch,2,Is the girl's hair red?,yes|no,yes
146,a girl with red hair sleeping on a couch,3,Is the girl sleeping?,yes|no,yes
146,a girl with red hair sleeping on a couch,4,Is there a couch?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,0,Is there a baby girl?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,1,Is there a couch?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,2,Is there an old man?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,3,Are there potatoes?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,4,Is the baby girl's hair red?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,5,Is the old man's hair white?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,6,Is the baby girl sleeping?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,7,Is the old man cooking?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,8,Is the baby girl on the couch?,yes|no,yes
147,a baby girl with red hair sleeping on a couch and an old man with white hair cooking potatoes,9,Is the old man cooking potatoes?,yes|no,yes
148,a photo of a white dog with blue eyes playing soccer,0,Is this a photo?,yes|no,yes
148,a photo of a white dog with blue eyes playing soccer,1,Is there a dog?,yes|no,yes
148,a photo of a white dog with blue eyes playing soccer,2,Is the dog white?,yes|no,yes
148,a photo of a white dog with blue eyes playing soccer,3,Are the dog's eyes blue?,yes|no,yes
148,a photo of a white dog with blue eyes playing soccer,4,Is the dog playing soccer?,yes|no,yes
149,A squirrel standing on a chair.,0,Is there a squirrel?,yes|no,yes
149,A squirrel standing on a chair.,1,Is there a chair?,yes|no,yes
149,A squirrel standing on a chair.,2,Is the squirrel standing?,yes|no,yes
149,A squirrel standing on a chair.,3,Is the squirrel on the chair?,yes|no,yes
150,A cat standing on a table.,0,Is there a cat?,yes|no,yes
150,A cat standing on a table.,1,Is there a table?,yes|no,yes
150,A cat standing on a table.,2,Is the cat standing?,yes|no,yes
150,A cat standing on a table.,3,Is the cat on the table?,yes|no,yes
151,An elephant standing on a bed.,0,Is there an elephant?,yes|no,yes
151,An elephant standing on a bed.,1,Is there a bed?,yes|no,yes
151,An elephant standing on a bed.,2,Is the elephant standing on the bed?,yes|no,yes
152,A tiger standing on the floor.,0,Is there a tiger?,yes|no,yes
152,A tiger standing on the floor.,1,Is there a floor?,yes|no,yes
152,A tiger standing on the floor.,2,Is the tiger standing?,yes|no,yes
152,A tiger standing on the floor.,3,Is the tiger on the floor?,yes|no,yes
153,A lion standing on the floor.,0,Is there a lion?,yes|no,yes
153,A lion standing on the floor.,1,Is there a floor?,yes|no,yes
153,A lion standing on the floor.,2,Is the lion standing on the floor?,yes|no,yes
153,A lion standing on the floor.,3,Is the lion standing?,yes|no,yes
154,A dog standing on a table.,0,Is there a dog?,yes|no,yes
154,A dog standing on a table.,1,Is there a table?,yes|no,yes
154,A dog standing on a table.,2,Is the dog on the table?,yes|no,yes
154,A dog standing on a table.,3,Is the dog standing?,yes|no,yes
155,A cat with green eyes reading a book.,0,Is there a cat?,yes|no,yes
155,A cat with green eyes reading a book.,1,Does the cat have eyes?,yes|no,yes
155,A cat with green eyes reading a book.,2,Are the cat's eyes green?,yes|no,yes
155,A cat with green eyes reading a book.,3,Is the cat reading?,yes|no,yes
155,A cat with green eyes reading a book.,4,Is there a book?,yes|no,yes
156,a tree with yellow leaves and a parrot and a snow-capped mountain,0,Is there a tree?,yes|no,yes
156,a tree with yellow leaves and a parrot and a snow-capped mountain,1,Are there leaves?,yes|no,yes
156,a tree with yellow leaves and a parrot and a snow-capped mountain,2,Are the leaves yellow?,yes|no,yes
156,a tree with yellow leaves and a parrot and a snow-capped mountain,3,Is there a parrot?,yes|no,yes
156,a tree with yellow leaves and a parrot and a snow-capped mountain,4,Is there a mountain?,yes|no,yes
156,a tree with yellow leaves and a parrot and a snow-capped mountain,5,Is the mountain snow-capped?,yes|no,yes
157,a baby girl with red hair sleeping on a couch,0,Is there a baby girl?,yes|no,yes
157,a baby girl with red hair sleeping on a couch,1,Is there hair?,yes|no,yes
157,a baby girl with red hair sleeping on a couch,2,Is the hair red?,yes|no,yes
157,a baby girl with red hair sleeping on a couch,3,Is the baby girl sleeping?,yes|no,yes
157,a baby girl with red hair sleeping on a couch,4,Is there a couch?,yes|no,yes
157,a baby girl with red hair sleeping on a couch,5,Is the baby girl on the couch?,yes|no,yes
158,an old man with white hair cooking potatoes,0,Is there an old man?,yes|no,yes
158,an old man with white hair cooking potatoes,1,Does the man have white hair?,yes|no,yes
158,an old man with white hair cooking potatoes,2,Is the man cooking potatoes?,yes|no,yes
159,a baby girl and an old man,0,Is there a baby girl?,yes|no,yes
159,a baby girl and an old man,1,Is there an old man?,yes|no,yes
160,a girl with red hair and a man with white hair,0,Is there a girl?,yes|no,yes
160,a girl with red hair and a man with white hair,1,Is there hair?,yes|no,yes
160,a girl with red hair and a man with white hair,2,Is the girl's hair red?,yes|no,yes
160,a girl with red hair and a man with white hair,3,Is there a man?,yes|no,yes
160,a girl with red hair and a man with white hair,4,Is there hair?,yes|no,yes
160,a girl with red hair and a man with white hair,5,Is the man's hair white?,yes|no,yes
161,a baby girl with red hair and an old man with white hair,0,Is there a baby girl?,yes|no,yes
161,a baby girl with red hair and an old man with white hair,1,Is there an old man?,yes|no,yes
161,a baby girl with red hair and an old man with white hair,2,Does the baby girl have hair?,yes|no,yes
161,a baby girl with red hair and an old man with white hair,3,Does the old man have hair?,yes|no,yes
161,a baby girl with red hair and an old man with white hair,4,Is the baby girl's hair red?,yes|no,yes
161,a baby girl with red hair and an old man with white hair,5,Is the old man's hair white?,yes|no,yes
162,a girl with red hair sleeping on a couch and a man with white hair,0,Is there a girl?,yes|no,yes
162,a girl with red hair sleeping on a couch and a man with white hair,1,Is there hair?,yes|no,yes
162,a girl with red hair sleeping on a couch and a man with white hair,2,Is the girl's hair red?,yes|no,yes
162,a girl with red hair sleeping on a couch and a man with white hair,3,Is the girl sleeping?,yes|no,yes
162,a girl with red hair sleeping on a couch and a man with white hair,4,Is there a couch?,yes|no,yes
162,a girl with red hair sleeping on a couch and a man with white hair,5,Is there a man?,yes|no,yes
162,a girl with red hair sleeping on a couch and a man with white hair,6,Is there hair?,yes|no,yes
162,a girl with red hair sleeping on a couch and a man with white hair,7,Is the man's hair white?,yes|no,yes
163,a baby girl sleeping on a couch with an old man,0,Is there a baby girl?,yes|no,yes
163,a baby girl sleeping on a couch with an old man,1,Is there a couch?,yes|no,yes
163,a baby girl sleeping on a couch with an old man,2,Is there an old man?,yes|no,yes
163,a baby girl sleeping on a couch with an old man,3,Is the baby girl a baby?,yes|no,yes
163,a baby girl sleeping on a couch with an old man,4,Is the baby girl sleeping?,yes|no,yes
163,a baby girl sleeping on a couch with an old man,5,Is the baby girl on the couch?,yes|no,yes
163,a baby girl sleeping on a couch with an old man,6,Is the baby girl with the old man?,yes|no,yes
164,a baby girl sleeping and an old man cooking,0,Is there a baby girl?,yes|no,yes
164,a baby girl sleeping and an old man cooking,1,Is there an old man?,yes|no,yes
164,a baby girl sleeping and an old man cooking,2,Is the baby girl a baby?,yes|no,yes
164,a baby girl sleeping and an old man cooking,3,Is the old man old?,yes|no,yes
164,a baby girl sleeping and an old man cooking,4,Is the baby girl sleeping?,yes|no,yes
164,a baby girl sleeping and an old man cooking,5,Is the old man cooking?,yes|no,yes
