id,prompt,question_id,question,choices,answer
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,3,what type of jackets are the men wearing?,safety jackets|leather jackets|denim jackets|bomber jackets,safety jackets
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,4,are the men sharing a meal?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,5,is there a food car?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,6,what type of vehicle is next to the men?,food car|police car|taxi|bus,food car
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,7,are the safety jackets neon yellow?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,8,what color are the safety jackets?,neon yellow|neon green|neon pink|neon orange,neon yellow
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,9,are the men next to the food car?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,10,are the men next to or behind the food car?,next to|behind|in front of|under,next to
87,an aerial photo of a sandy island in the ocean,0,is this an island?,yes|no,yes
87,an aerial photo of a sandy island in the ocean,1,what type of landform is this?,island|mountain|valley|plain,island
87,an aerial photo of a sandy island in the ocean,2,is this the ocean?,yes|no,yes
87,an aerial photo of a sandy island in the ocean,3,what body of water is this?,ocean|lake|river|pond,ocean
87,an aerial photo of a sandy island in the ocean,4,is this an aerial photo?,yes|no,yes
87,an aerial photo of a sandy island in the ocean,5,is this an aerial photo or a ground-level photo?,aerial|ground-level|underwater|underground,aerial
87,an aerial photo of a sandy island in the ocean,6,is the island sandy?,yes|no,yes
87,an aerial photo of a sandy island in the ocean,7,what type of material is the island made of?,sand|rock|soil|clay,sand
88,A commercial airplane with propellers flying through the air.,0,is this an airplane?,yes|no,yes
88,A commercial airplane with propellers flying through the air.,1,are there propellers on the airplane?,yes|no,yes
88,A commercial airplane with propellers flying through the air.,2,is the airplane flying?,yes|no,yes
88,A commercial airplane with propellers flying through the air.,3,is this a commercial airplane?,yes|no,yes
89,An elevated subway train in a major city on a sunny day.,0,is there a subway train?,yes|no,yes
89,An elevated subway train in a major city on a sunny day.,1,what type of train is this?,subway train|steam train|bullet train|freight train,subway train
89,An elevated subway train in a major city on a sunny day.,2,is this a major city?,yes|no,yes
89,An elevated subway train in a major city on a sunny day.,3,what type of place is this?,city|town|village|countryside,city
89,An elevated subway train in a major city on a sunny day.,4,is the subway train elevated?,yes|no,yes
89,An elevated subway train in a major city on a sunny day.,5,is the subway train elevated or underground?,elevated|underground|at ground level|underwater,elevated
89,An elevated subway train in a major city on a sunny day.,6,is it a sunny day?,yes|no,yes
89,An elevated subway train in a major city on a sunny day.,7,is it a sunny or a cloudy day?,sunny|cloudy|rainy|snowy,sunny
90,A pear lemon and a banana in a wooden bowl.,0,is there a pear?,yes|no,yes
90,A pear lemon and a banana in a wooden bowl.,1,what fruit is in the bowl?,pear|apple|orange|grape,pear
90,A pear lemon and a banana in a wooden bowl.,2,is there a lemon?,yes|no,yes
90,A pear lemon and a banana in a wooden bowl.,3,what fruit is in the bowl?,lemon|lime|grapefruit|orange,lemon
90,A pear lemon and a banana in a wooden bowl.,4,is there a banana?,yes|no,yes
90,A pear lemon and a banana in a wooden bowl.,5,what fruit is in the bowl?,banana|apple|orange|grape,banana
90,A pear lemon and a banana in a wooden bowl.,6,is there a wooden bowl?,yes|no,yes
90,A pear lemon and a banana in a wooden bowl.,7,what type of bowl is this?,wooden bowl|glass bowl|ceramic bowl|plastic bowl,wooden bowl
91,A chair in the corner on a boat.,0,is there a chair?,yes|no,yes
91,A chair in the corner on a boat.,1,is the chair in the corner?,yes|no,yes
91,A chair in the corner on a boat.,2,is the chair in the corner or in the middle of the room?,in the corner|in the middle|against the wall|near the window,in the corner
91,A chair in the corner on a boat.,3,is there a boat?,yes|no,yes
91,A chair in the corner on a boat.,4,what type of vehicle is this?,boat|car|airplane|train,boat
92,A man sitting on a motorcycle smoking.,0,is this a man?,yes|no,yes
92,A man sitting on a motorcycle smoking.,1,is there a motorcycle?,yes|no,yes
92,A man sitting on a motorcycle smoking.,2,is the man sitting?,yes|no,yes
92,A man sitting on a motorcycle smoking.,3,is the man smoking?,yes|no,yes
93,A car and a truck sitting in red light.,0,is there a car?,yes|no,yes
93,A car and a truck sitting in red light.,1,is there a truck?,yes|no,yes
93,A car and a truck sitting in red light.,2,is there a red light?,yes|no,yes
93,A car and a truck sitting in red light.,3,what color is the traffic light?,red|green|yellow|blue,red
93,A car and a truck sitting in red light.,4,are the car and truck sitting?,yes|no,yes
94,A man at a food truck viewing the menu.,0,is this a man?,yes|no,yes
94,A man at a food truck viewing the menu.,1,who is viewing the menu?,man|woman|boy|girl,man
94,A man at a food truck viewing the menu.,2,is there a food truck?,yes|no,yes
94,A man at a food truck viewing the menu.,3,what type of vehicle is this?,food truck|car|van|bus,food truck
94,A man at a food truck viewing the menu.,4,is there a menu?,yes|no,yes
94,A man at a food truck viewing the menu.,5,what is the man viewing?,menu|map|book|newspaper,menu
94,A man at a food truck viewing the menu.,6,is the man viewing the menu?,yes|no,yes
95,A man and a woman posing in front of a motorcycle.,0,is this a man?,yes|no,yes
95,A man and a woman posing in front of a motorcycle.,1,who is posing in front of the motorcycle?,man|woman|boy|girl,man
95,A man and a woman posing in front of a motorcycle.,2,is this a woman?,yes|no,yes
95,A man and a woman posing in front of a motorcycle.,3,who is posing in front of the motorcycle?,man|woman|boy|girl,woman
95,A man and a woman posing in front of a motorcycle.,4,is there a motorcycle?,yes|no,yes
95,A man and a woman posing in front of a motorcycle.,5,what vehicle is in the photo?,motorcycle|car|bicycle|truck,motorcycle
95,A man and a woman posing in front of a motorcycle.,6,are the man and woman posing?,yes|no,yes
96,A man in a black suit surfing a large wave,0,is this a man?,yes|no,yes
96,A man in a black suit surfing a large wave,1,who is surfing the wave?,man|woman|boy|girl,man
96,A man in a black suit surfing a large wave,2,is the man wearing a suit?,yes|no,yes
96,A man in a black suit surfing a large wave,3,what is the man wearing?,suit|t-shirt|jeans|shorts,suit
96,A man in a black suit surfing a large wave,4,is there a wave?,yes|no,yes
96,A man in a black suit surfing a large wave,5,what is the man surfing?,wave|skateboard|snowboard|wakeboard,wave
96,A man in a black suit surfing a large wave,6,is the man surfing?,yes|no,yes
96,A man in a black suit surfing a large wave,7,is the suit black?,yes|no,yes
96,A man in a black suit surfing a large wave,8,what color is the suit?,black|white|blue|red,black
96,A man in a black suit surfing a large wave,9,is the wave large?,yes|no,yes
96,A man in a black suit surfing a large wave,10,is the wave large or small?,large|small|medium|extra large,large
97,A man standing by an oven.,0,is this a man?,yes|no,yes
97,A man standing by an oven.,1,who is standing by the oven?,man|woman|boy|girl,man
97,A man standing by an oven.,2,is there an oven?,yes|no,yes
97,A man standing by an oven.,3,what appliance is in the picture?,oven|refrigerator|microwave|dishwasher,oven
97,A man standing by an oven.,4,is the man standing by the oven?,yes|no,yes
98,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.,0,is there a slope?,yes|no,yes
98,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.,1,what is in the background?,slope|mountain|hill|valley,slope
98,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.,2,are there rams?,yes|no,yes
98,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.,3,is there an evergreen?,yes|no,yes
98,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.,4,what type of tree is in the foreground?,evergreen|oak|maple|birch,evergreen
98,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.,5,are the rams grazing?,yes|no,yes
98,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.,6,is the background white?,yes|no,yes
98,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.,7,what color is the background?,white|green|brown|gray,white
98,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.,8,are there several rams?,yes|no,yes
98,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.,9,is there one evergreen?,yes|no,yes
98,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.,10,is the foreground grassy?,yes|no,yes
98,A white slope covers the background while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.,11,is the evergreen underdeveloped?,yes|no,yes
99,People are wearing helmets standing next to bikes in the woods.,0,are there people?,yes|no,yes
99,People are wearing helmets standing next to bikes in the woods.,1,are there helmets?,yes|no,yes
99,People are wearing helmets standing next to bikes in the woods.,2,are there bikes?,yes|no,yes
99,People are wearing helmets standing next to bikes in the woods.,3,is this in the woods?,yes|no,yes
99,People are wearing helmets standing next to bikes in the woods.,4,are the people standing next to the bikes?,yes|no,yes
100,A teddy bear under some furniture that appears to be turned on it's side.,0,is there a teddy bear?,yes|no,yes
100,A teddy bear under some furniture that appears to be turned on it's side.,1,what type of toy is this?,teddy bear|doll|action figure|stuffed animal,teddy bear
100,A teddy bear under some furniture that appears to be turned on it's side.,2,is there furniture?,yes|no,yes
100,A teddy bear under some furniture that appears to be turned on it's side.,3,what type of object is this?,furniture|appliance|decoration|tool,furniture
100,A teddy bear under some furniture that appears to be turned on it's side.,4,is the teddy bear under the furniture?,yes|no,yes
100,A teddy bear under some furniture that appears to be turned on it's side.,5,is the teddy bear under or on top of the furniture?,under|on top of|next to|in front of,under
100,A teddy bear under some furniture that appears to be turned on it's side.,6,is the furniture turned on its side?,yes|no,yes
100,A teddy bear under some furniture that appears to be turned on it's side.,7,is the furniture turned on its side or upright?,turned on its side|upright|upside down|tilted,turned on its side
101,two men riding horses through a grassy field,0,are there men?,yes|no,yes
101,two men riding horses through a grassy field,1,how many men are there?,1|2|3|4,2
101,two men riding horses through a grassy field,2,are there horses?,yes|no,yes
101,two men riding horses through a grassy field,3,what animals are in the picture?,horses|cows|sheep|goats,horses
101,two men riding horses through a grassy field,4,is this a grassy field?,yes|no,yes
101,two men riding horses through a grassy field,5,what type of place is this?,field|park|garden|forest,field
101,two men riding horses through a grassy field,6,are the men riding horses?,yes|no,yes
101,two men riding horses through a grassy field,7,is the field grassy?,yes|no,yes
102,a photo of bear and dining table; dining table is below bear,0,is there a bear?,yes|no,yes
102,a photo of bear and dining table; dining table is below bear,1,is there a dining table?,yes|no,yes
102,a photo of bear and dining table; dining table is below bear,2,is the dining table below the bear?,yes|no,yes
102,a photo of bear and dining table; dining table is below bear,3,is the dining table below or above the bear?,below|above|beside|behind,below
103,A young woman with green eyes and green lips.,0,is this a woman?,yes|no,yes
103,A young woman with green eyes and green lips.,1,does the woman have green eyes?,yes|no,yes
103,A young woman with green eyes and green lips.,2,what color are the woman's eyes?,green|blue|brown|hazel,green
103,A young woman with green eyes and green lips.,3,does the woman have green lips?,yes|no,yes
103,A young woman with green eyes and green lips.,4,what color are the woman's lips?,green|red|pink|purple,green
103,A young woman with green eyes and green lips.,5,is the woman young?,yes|no,yes
103,A young woman with green eyes and green lips.,6,is the woman young or old?,young|old|middle-aged|teenager,young
104,a cat jumping in the air to get onto a table,0,is this a cat?,yes|no,yes
104,a cat jumping in the air to get onto a table,1,what animal is jumping in the air?,cat|dog|rabbit|mouse,cat
104,a cat jumping in the air to get onto a table,2,is there a table?,yes|no,yes
104,a cat jumping in the air to get onto a table,3,what furniture is the cat trying to get onto?,table|chair|bed|sofa,table
104,a cat jumping in the air to get onto a table,4,is the cat jumping in the air?,yes|no,yes
105,a wood treehouse in an oak tree,0,is there a treehouse?,yes|no,yes
105,a wood treehouse in an oak tree,1,what type of structure is this?,treehouse|cabin|tent|shed,treehouse
105,a wood treehouse in an oak tree,2,is there an oak tree?,yes|no,yes
105,a wood treehouse in an oak tree,3,what type of tree is this?,oak tree|pine tree|maple tree|birch tree,oak tree
105,a wood treehouse in an oak tree,4,is the treehouse made of wood?,yes|no,yes
105,a wood treehouse in an oak tree,5,what material is the treehouse made of?,wood|metal|plastic|concrete,wood
106,a photo of blue fire hydrant,0,is this a fire hydrant?,yes|no,yes
106,a photo of blue fire hydrant,1,is the fire hydrant blue?,yes|no,yes
106,a photo of blue fire hydrant,2,what color is the fire hydrant?,blue|red|yellow|green,blue
106,a photo of blue fire hydrant,3,is this a photo?,yes|no,yes
106,a photo of blue fire hydrant,4,"is this a photo, a painting, or a sculpture?",photo|painting|sculpture|drawing,photo
107,a photo of chair and dining table; dining table is left to chair,0,is there a chair?,yes|no,yes
107,a photo of chair and dining table; dining table is left to chair,1,is there a dining table?,yes|no,yes
107,a photo of chair and dining table; dining table is left to chair,2,what type of table is this?,dining table|coffee table|side table|study table,dining table
107,a photo of chair and dining table; dining table is left to chair,3,is the dining table left to the chair?,yes|no,yes
107,a photo of chair and dining table; dining table is left to chair,4,is the dining table left to or right to the chair?,left to|right to|in front of|behind,left to
108,a photo of bed chair lamp light and stop sign; stop sign is above bed,0,is there a bed?,yes|no,yes
108,a photo of bed chair lamp light and stop sign; stop sign is above bed,1,is there a chair?,yes|no,yes
108,a photo of bed chair lamp light and stop sign; stop sign is above bed,2,is there a lamp?,yes|no,yes
108,a photo of bed chair lamp light and stop sign; stop sign is above bed,3,is there a light?,yes|no,yes
108,a photo of bed chair lamp light and stop sign; stop sign is above bed,4,is there a stop sign?,yes|no,yes
108,a photo of bed chair lamp light and stop sign; stop sign is above bed,5,is the stop sign above the bed?,yes|no,yes
108,a photo of bed chair lamp light and stop sign; stop sign is above bed,6,is the stop sign above or below the bed?,above|below|next to|in front of,above
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,0,is there a pyramid?,yes|no,yes
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,1,what type of structure is this?,pyramid|temple|castle|tower,pyramid
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,2,is there a jungle?,yes|no,yes
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,3,what type of environment is this?,jungle|desert|forest|beach,jungle
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,4,is this a Mesoamerican pyramid?,yes|no,yes
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,5,is this a Mesoamerican or an Egyptian pyramid?,Mesoamerican|Egyptian|Greek|Roman,Mesoamerican
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,6,is this a detailed sketch?,yes|no,yes
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,7,is this a detailed or a simple sketch?,detailed|simple|abstract|realistic,detailed
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,8,is this a charcoal sketch?,yes|no,yes
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,9,"is this a charcoal sketch, a pencil sketch, or a watercolor painting?",charcoal sketch|pencil sketch|watercolor painting|oil painting,charcoal sketch
110,A punk rock squirrel with a microphone while standing on a lily pad,0,is this a squirrel?,yes|no,yes
110,A punk rock squirrel with a microphone while standing on a lily pad,1,what animal is in the picture?,squirrel|rabbit|mouse|chipmunk,squirrel
110,A punk rock squirrel with a microphone while standing on a lily pad,2,is there a microphone?,yes|no,yes
110,A punk rock squirrel with a microphone while standing on a lily pad,3,what is the squirrel holding?,microphone|guitar|drumsticks|keyboard,microphone
110,A punk rock squirrel with a microphone while standing on a lily pad,4,is there a lily pad?,yes|no,yes
110,A punk rock squirrel with a microphone while standing on a lily pad,5,what is the squirrel standing on?,lily pad|rock|leaf|flower,lily pad
110,A punk rock squirrel with a microphone while standing on a lily pad,6,is the squirrel a punk rock squirrel?,yes|no,yes
110,A punk rock squirrel with a microphone while standing on a lily pad,7,what style is the squirrel representing?,punk rock|classical|country|hip hop,punk rock
111,A tree crashed into a red car on the side of a street.,0,is there a tree?,yes|no,yes
111,A tree crashed into a red car on the side of a street.,1,is there a car?,yes|no,yes
111,A tree crashed into a red car on the side of a street.,2,what type of vehicle is this?,car|truck|motorcycle|bicycle,car
111,A tree crashed into a red car on the side of a street.,3,is this a street?,yes|no,yes
111,A tree crashed into a red car on the side of a street.,4,what type of place is this?,street|park|parking lot|sidewalk,street
111,A tree crashed into a red car on the side of a street.,5,did the tree crash into the car?,yes|no,yes
111,A tree crashed into a red car on the side of a street.,6,is the car red?,yes|no,yes
111,A tree crashed into a red car on the side of a street.,7,what color is the car?,red|black|white|blue,red
111,A tree crashed into a red car on the side of a street.,8,is the car on the side of the street?,yes|no,yes
111,A tree crashed into a red car on the side of a street.,9,is the car on the side of the street or in the middle of the street?,on the side|in the middle|on the sidewalk|on the grass,on the side
112,A gray cat sleeping on a cozy white bed.,0,is this a cat?,yes|no,yes
112,A gray cat sleeping on a cozy white bed.,1,what animal is sleeping on the bed?,cat|dog|rabbit|hamster,cat
112,A gray cat sleeping on a cozy white bed.,2,is there a bed?,yes|no,yes
112,A gray cat sleeping on a cozy white bed.,3,what is the cat sleeping on?,bed|couch|chair|floor,bed
112,A gray cat sleeping on a cozy white bed.,4,is the cat gray?,yes|no,yes
112,A gray cat sleeping on a cozy white bed.,5,what color is the cat?,gray|black|white|brown,gray
112,A gray cat sleeping on a cozy white bed.,6,is the bed white?,yes|no,yes
112,A gray cat sleeping on a cozy white bed.,7,what color is the bed?,white|black|gray|brown,white
112,A gray cat sleeping on a cozy white bed.,8,is the bed cozy?,yes|no,yes
112,A gray cat sleeping on a cozy white bed.,9,is the bed cozy or uncomfortable?,cozy|uncomfortable|spacious|small,cozy
112,A gray cat sleeping on a cozy white bed.,10,is the cat sleeping?,yes|no,yes
113,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,0,is this a girl?,yes|no,yes
113,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,1,what type of person is in the photo?,girl|boy|woman|man,girl
113,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,2,is there a chair?,yes|no,yes
113,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,3,what type of furniture is this?,chair|table|sofa|bed,chair
113,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,4,is there a Christmas tree?,yes|no,yes
113,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,5,what type of tree is this?,Christmas tree|pine tree|oak tree|palm tree,Christmas tree
113,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,6,is there a wrapped gift?,yes|no,yes
113,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,7,what is next to the girl?,wrapped gift|balloon|toy|book,wrapped gift
113,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,8,is the chair red?,yes|no,yes
113,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,9,what color is the chair?,red|blue|green|yellow,red
113,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,10,is the girl cute?,yes|no,yes
113,A cute little girl sitting in a red chair by the Christmas tree with a wrapped,11,is the girl little?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,0,is this a woman?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,1,who is eating the donut?,woman|man|boy|girl,woman
114,A happy young woman eating a tasty orange donut.,2,is there a donut?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,3,what type of food is the woman eating?,donut|cake|cookie|pie,donut
114,A happy young woman eating a tasty orange donut.,4,is the woman eating the donut?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,5,is the donut orange?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,6,what color is the donut?,orange|pink|blue|green,orange
114,A happy young woman eating a tasty orange donut.,7,is the woman happy?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,8,is the woman happy or sad?,happy|sad|angry|bored,happy
114,A happy young woman eating a tasty orange donut.,9,is the donut tasty?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,10,is the donut tasty or bland?,tasty|bland|spicy|sour,tasty
115,A birthday dog with a red party hat in front of three colored balloons.,0,is this a dog?,yes|no,yes
115,A birthday dog with a red party hat in front of three colored balloons.,1,what animal is in the picture?,dog|cat|bird|fish,dog
115,A birthday dog with a red party hat in front of three colored balloons.,2,is the dog wearing a party hat?,yes|no,yes
115,A birthday dog with a red party hat in front of three colored balloons.,3,are there balloons?,yes|no,yes
115,A birthday dog with a red party hat in front of three colored balloons.,4,what is in front of the dog?,balloons|presents|cake|candles,balloons
115,A birthday dog with a red party hat in front of three colored balloons.,5,is the party hat red?,yes|no,yes
115,A birthday dog with a red party hat in front of three colored balloons.,6,what color is the party hat?,red|blue|yellow|green,red
115,A birthday dog with a red party hat in front of three colored balloons.,7,are the balloons colored?,yes|no,yes
115,A birthday dog with a red party hat in front of three colored balloons.,8,what color are the balloons?,colored|black|white|gray,colored
115,A birthday dog with a red party hat in front of three colored balloons.,9,are there three balloons?,yes|no,yes
115,A birthday dog with a red party hat in front of three colored balloons.,10,how many balloons are there?,1|2|3|4,3
115,A birthday dog with a red party hat in front of three colored balloons.,11,is this a birthday dog?,yes|no,yes
116,A woman in a gray sweater knitting a ball of yarn.,0,is this a woman?,yes|no,yes
116,A woman in a gray sweater knitting a ball of yarn.,1,what is the person doing?,knitting|painting|cooking|reading,knitting
116,A woman in a gray sweater knitting a ball of yarn.,2,is the woman wearing a gray sweater?,yes|no,yes
116,A woman in a gray sweater knitting a ball of yarn.,3,what is the woman wearing?,gray sweater|black dress|white shirt|blue jacket,gray sweater
116,A woman in a gray sweater knitting a ball of yarn.,4,is there a ball of yarn?,yes|no,yes
116,A woman in a gray sweater knitting a ball of yarn.,5,what is the woman knitting?,ball of yarn|scarf|hat|socks,ball of yarn
117,An artistic photo capturing books with three small pumpkins on top a,0,are there books?,yes|no,yes
117,An artistic photo capturing books with three small pumpkins on top a,1,are there pumpkins?,yes|no,yes
117,An artistic photo capturing books with three small pumpkins on top a,2,what is on top of the books?,pumpkins|apples|oranges|pears,pumpkins
117,An artistic photo capturing books with three small pumpkins on top a,3,are there three pumpkins?,yes|no,yes
117,An artistic photo capturing books with three small pumpkins on top a,4,how many pumpkins are on top of the books?,1|2|3|4,3
117,An artistic photo capturing books with three small pumpkins on top a,5,is this an artistic photo?,yes|no,yes
118,A smiling birthday girl wearing a golden hat stands behind a table,0,is this a birthday girl?,yes|no,yes
118,A smiling birthday girl wearing a golden hat stands behind a table,1,who is smiling?,birthday girl|birthday boy|friend|parent,birthday girl
118,A smiling birthday girl wearing a golden hat stands behind a table,2,is the birthday girl wearing a golden hat?,yes|no,yes
118,A smiling birthday girl wearing a golden hat stands behind a table,3,is there a table?,yes|no,yes
118,A smiling birthday girl wearing a golden hat stands behind a table,4,is the birthday girl standing?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,0,is this a mother?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,1,who is decorating the cake?,mother|father|brother|sister,mother
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,2,is this a girl?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,3,who is decorating the cake?,girl|boy|man|woman,girl
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,4,are the dresses yellow?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,5,what color are the dresses?,yellow|blue|red|green,yellow
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,6,is there a cake?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,7,are there raspberries?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,8,what fruit is being used to decorate the cake?,raspberries|strawberries|blueberries|blackberries,raspberries
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,9,are they decorating the cake?,yes|no,yes
119,A mother and a girl in yellow dresses are decorating a small cake with raspberries.,10,is the cake small?,yes|no,yes
120,A happy young woman with a suitcase and her passport in an airport.,0,is this a woman?,yes|no,yes
120,A happy young woman with a suitcase and her passport in an airport.,1,is the woman young or old?,young|old,young
120,A happy young woman with a suitcase and her passport in an airport.,2,is there a suitcase?,yes|no,yes
120,A happy young woman with a suitcase and her passport in an airport.,3,what is the woman carrying?,suitcase|backpack|purse|duffel bag,suitcase
120,A happy young woman with a suitcase and her passport in an airport.,4,is there a passport?,yes|no,yes
120,A happy young woman with a suitcase and her passport in an airport.,5,what document does the woman have?,passport|ID card|driver's license|boarding pass,passport
120,A happy young woman with a suitcase and her passport in an airport.,6,is this an airport?,yes|no,yes
120,A happy young woman with a suitcase and her passport in an airport.,7,what type of place is this?,airport|train station|bus station|hotel,airport
120,A happy young woman with a suitcase and her passport in an airport.,8,is the woman happy?,yes|no,yes
121,A family of four including a boy and a girl cooking together in the kitchen.,0,is this a family?,yes|no,yes
121,A family of four including a boy and a girl cooking together in the kitchen.,1,who is cooking together?,family|friends|coworkers|strangers,family
121,A family of four including a boy and a girl cooking together in the kitchen.,2,is there a boy?,yes|no,yes
121,A family of four including a boy and a girl cooking together in the kitchen.,3,who is in the family?,boy|girl|man|woman,boy
121,A family of four including a boy and a girl cooking together in the kitchen.,4,is there a girl?,yes|no,yes
121,A family of four including a boy and a girl cooking together in the kitchen.,5,who is in the family?,boy|girl|man|woman,girl
121,A family of four including a boy and a girl cooking together in the kitchen.,6,is this a kitchen?,yes|no,yes
121,A family of four including a boy and a girl cooking together in the kitchen.,7,what type of room is this?,kitchen|living room|bedroom|bathroom,kitchen
121,A family of four including a boy and a girl cooking together in the kitchen.,8,are they cooking together?,yes|no,yes
121,A family of four including a boy and a girl cooking together in the kitchen.,9,are there four people in the family?,yes|no,yes
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,0,is there a woman?,yes|no,yes
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,1,who is laying on top of the inflatable pink flamingo?,woman|man|boy|girl,woman
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,2,is there an inflatable pink flamingo?,yes|no,yes
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,3,what is the woman laying on top of?,inflatable pink flamingo|inflatable yellow duck|inflatable green alligator|inflatable blue whale,inflatable pink flamingo
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,4,is there a swimming pool?,yes|no,yes
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,5,where is the woman and the inflatable pink flamingo?,swimming pool|beach|lake|bathtub,swimming pool
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,6,is the inflatable pink flamingo pink?,yes|no,yes
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,7,what color is the inflatable pink flamingo?,pink|blue|yellow|green,pink
122,A woman laying on top of an inflatable pink flamingo in a swimming pool.,8,is the woman laying on top of the inflatable pink flamingo?,yes|no,yes
123,A pink gift box decorated with a blue ribbon bow.,0,is there a gift box?,yes|no,yes
123,A pink gift box decorated with a blue ribbon bow.,1,what type of box is this?,gift box|shoe box|cereal box|pizza box,gift box
123,A pink gift box decorated with a blue ribbon bow.,2,is there a ribbon bow?,yes|no,yes
123,A pink gift box decorated with a blue ribbon bow.,3,what is on the gift box?,ribbon bow|flower|sticker|button,ribbon bow
123,A pink gift box decorated with a blue ribbon bow.,4,is the gift box pink?,yes|no,yes
123,A pink gift box decorated with a blue ribbon bow.,5,what color is the gift box?,pink|red|purple|green,pink
123,A pink gift box decorated with a blue ribbon bow.,6,is the ribbon bow blue?,yes|no,yes
123,A pink gift box decorated with a blue ribbon bow.,7,what color is the ribbon bow?,blue|red|yellow|green,blue
123,A pink gift box decorated with a blue ribbon bow.,8,is the gift box decorated?,yes|no,yes
124,A boy with a hat putting a hat on his dog's head.,0,is this a boy?,yes|no,yes
124,A boy with a hat putting a hat on his dog's head.,1,who is putting a hat on the dog's head?,boy|girl|man|woman,boy
